,credit_card_name,card_type,reviews,reviews_clean,reviews_tokenized,reviews_no_stop,reviews_lemmatized,reviews_string
10,standard-chartered-unlimited-cashback-credit-card,Cashback," 'not the best customer support but high cash back! if the customer support improves, it will be 5 stars", not the best customer support but high cash back if the customer support improves it will be 5 stars,"['', 'not', 'the', 'best', 'customer', 'support', 'but', 'high', 'cash', 'back', 'if', 'the', 'customer', 'support', 'improves', 'it', 'will', 'be', '5', 'stars']","['best', 'customer', 'support', 'high', 'cash', 'customer', 'support', 'improves', 'stars']","['best', 'customer', 'support', 'high', 'cash', 'customer', 'support', 'improves', 'star']",best customer support high cash customer support improves star
11,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Great card to have as your first card as the cashback is unlimited. I think the approval process is kinda slow, Great card to have as your first card as the cashback is unlimited I think the approval process is kinda slow,"['', 'great', 'card', 'to', 'have', 'as', 'your', 'first', 'card', 'as', 'the', 'cashback', 'is', 'unlimited', 'i', 'think', 'the', 'approval', 'process', 'is', 'kinda', 'slow']","['great', 'first', 'cashback', 'unlimited', 'think', 'approval', 'process', 'kinda', 'slow']","['great', 'first', 'cashback', 'unlimited', 'think', 'approval', 'process', 'kinda', 'slow']",great first cashback unlimited think approval process kinda slow
12,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Fuss free signup but the customer support was bad when I had a few repeated transactions. Had to cancel my card eventually, Fuss free signup but the customer support was bad when I had a few repeated transactions Had to cancel my card eventually,"['', 'fuss', 'free', 'signup', 'but', 'the', 'customer', 'support', 'was', 'bad', 'when', 'i', 'had', 'a', 'few', 'repeated', 'transactions', 'had', 'to', 'cancel', 'my', 'card', 'eventually']","['fuss', 'free', 'signup', 'customer', 'support', 'bad', 'repeated', 'transactions', 'cancel', 'eventually']","['fuss', 'free', 'signup', 'customer', 'support', 'bad', 'repeated', 'transaction', 'cancel', 'eventually']",fuss free signup customer support bad repeated transaction cancel eventually
13,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Have used this card for at least 3-4 years and never had much of an issue with waiver or charges. Very much one of the more consistent and easy to use cashback cards, Have used this card for at least 34 years and never had much of an issue with waiver or charges Very much one of the more consistent and easy to use cashback cards,"['', 'have', 'used', 'this', 'card', 'for', 'at', 'least', '34', 'years', 'and', 'never', 'had', 'much', 'of', 'an', 'issue', 'with', 'waiver', 'or', 'charges', 'very', 'much', 'one', 'of', 'the', 'more', 'consistent', 'and', 'easy', 'to', 'use', 'cashback', 'cards']","['used', 'least', '34', 'years', 'never', 'much', 'issue', 'waiver', 'charges', 'much', 'consistent', 'easy', 'cashback', 'cards']","['used', 'least', '34', 'year', 'never', 'much', 'issue', 'waiver', 'charge', 'much', 'consistent', 'easy', 'cashback', 'card']",used least 34 year never much issue waiver charge much consistent easy cashback card
14,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss free signed up, the customer service is very helpful as well. Cashback is deducted from the next bill directly", Fuss free signed up the customer service is very helpful as well Cashback is deducted from the next bill directly,"['', 'fuss', 'free', 'signed', 'up', 'the', 'customer', 'service', 'is', 'very', 'helpful', 'as', 'well', 'cashback', 'is', 'deducted', 'from', 'the', 'next', 'bill', 'directly']","['fuss', 'free', 'signed', 'customer', 'service', 'helpful', 'well', 'cashback', 'deducted', 'next', 'bill', 'directly']","['fuss', 'free', 'signed', 'customer', 'service', 'helpful', 'well', 'cashback', 'deducted', 'next', 'bill', 'directly']",fuss free signed customer service helpful well cashback deducted next bill directly
15,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Easy and fuss free sign up process.  Cashback is auto deducted from your bill at the end of the month., Easy and fuss free sign up process  Cashback is auto deducted from your bill at the end of the month,"['', 'easy', 'and', 'fuss', 'free', 'sign', 'up', 'process', 'cashback', 'is', 'auto', 'deducted', 'from', 'your', 'bill', 'at', 'the', 'end', 'of', 'the', 'month']","['easy', 'fuss', 'free', 'sign', 'process', 'cashback', 'auto', 'deducted', 'bill', 'end', 'month']","['easy', 'fuss', 'free', 'sign', 'process', 'cashback', 'auto', 'deducted', 'bill', 'end', 'month']",easy fuss free sign process cashback auto deducted bill end month
16,standard-chartered-unlimited-cashback-credit-card,Cashback," 'The cash back is prompt and the standard charter app is easy to use. However, not many perks on e commerce platforms etc.", The cash back is prompt and the standard charter app is easy to use However not many perks on e commerce platforms etc,"['', 'the', 'cash', 'back', 'is', 'prompt', 'and', 'the', 'standard', 'charter', 'app', 'is', 'easy', 'to', 'use', 'however', 'not', 'many', 'perks', 'on', 'e', 'commerce', 'platforms', 'etc']","['cash', 'prompt', 'standard', 'charter', 'app', 'easy', 'however', 'many', 'perks', 'e', 'commerce', 'platforms', 'etc']","['cash', 'prompt', 'standard', 'charter', 'app', 'easy', 'however', 'many', 'perk', 'e', 'commerce', 'platform', 'etc']",cash prompt standard charter app easy however many perk e commerce platform etc
17,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Have been using this card for around 1 year. It’s okay for random purchases without having to remember the type of eligible spending that qualify for cashback., Have been using this card for around 1 year It’s okay for random purchases without having to remember the type of eligible spending that qualify for cashback,"['', 'have', 'been', 'using', 'this', 'card', 'for', 'around', '1', 'year', 'it', 's', 'okay', 'for', 'random', 'purchases', 'without', 'having', 'to', 'remember', 'the', 'type', 'of', 'eligible', 'spending', 'that', 'qualify', 'for', 'cashback']","['around', 'year', 'okay', 'random', 'purchases', 'without', 'remember', 'type', 'eligible', 'spending', 'qualify', 'cashback']","['around', 'year', 'okay', 'random', 'purchase', 'without', 'remember', 'type', 'eligible', 'spend', 'qualify', 'cashback']",around year okay random purchase without remember type eligible spend qualify cashback
18,standard-chartered-unlimited-cashback-credit-card,Cashback," 'I have been using this for 5 years. It is the best and most simple cashback card,1.5% across all spend and no minimum spend threshold required", I have been using this for 5 years It is the best and most simple cashback card15 across all spend and no minimum spend threshold required,"['', 'i', 'have', 'been', 'using', 'this', 'for', '5', 'years', 'it', 'is', 'the', 'best', 'and', 'most', 'simple', 'cashback', 'card15', 'across', 'all', 'spend', 'and', 'no', 'minimum', 'spend', 'threshold', 'required']","['years', 'best', 'simple', 'cashback', 'card15', 'across', 'spend', 'minimum', 'spend', 'threshold', 'required']","['year', 'best', 'simple', 'cashback', 'card15', 'across', 'spend', 'minimum', 'spend', 'threshold', 'required']",year best simple cashback card15 across spend minimum spend threshold required
19,standard-chartered-unlimited-cashback-credit-card,Cashback, 'A fuss free credit card where they will rebates the cashbate at the end of the billing cycle. 2 Years of fee waiver is a bonus as well!, A fuss free credit card where they will rebates the cashbate at the end of the billing cycle 2 Years of fee waiver is a bonus as well,"['', 'a', 'fuss', 'free', 'credit', 'card', 'where', 'they', 'will', 'rebates', 'the', 'cashbate', 'at', 'the', 'end', 'of', 'the', 'billing', 'cycle', '2', 'years', 'of', 'fee', 'waiver', 'is', 'a', 'bonus', 'as', 'well']","['fuss', 'free', 'credit', 'rebates', 'cashbate', 'end', 'billing', 'cycle', '2', 'years', 'fee', 'waiver', 'bonus', 'well']","['fuss', 'free', 'credit', 'rebate', 'cashbate', 'end', 'billing', 'cycle', '2', 'year', 'fee', 'waiver', 'bonus', 'well']",fuss free credit rebate cashbate end billing cycle 2 year fee waiver bonus well
20,standard-chartered-unlimited-cashback-credit-card,Cashback," 'What I love most about this card, is that there’s no minimum spend required while you still get to enjoy 1.5% cashback. Have been using it for almost 3years & ongoing.", What I love most about this card is that there’s no minimum spend required while you still get to enjoy 15 cashback Have been using it for almost 3years  ongoing,"['', 'what', 'i', 'love', 'most', 'about', 'this', 'card', 'is', 'that', 'there', 's', 'no', 'minimum', 'spend', 'required', 'while', 'you', 'still', 'get', 'to', 'enjoy', '15', 'cashback', 'have', 'been', 'using', 'it', 'for', 'almost', '3years', 'ongoing']","['love', 'minimum', 'spend', 'required', 'still', 'enjoy', 'cashback', 'almost', '3years', 'ongoing']","['love', 'minimum', 'spend', 'required', 'still', 'enjoy', 'cashback', 'almost', '3years', 'ongoing']",love minimum spend required still enjoy cashback almost 3years ongoing
21,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Swift approval of application. 1.5% cashback for all transactions including dining shopping etc. Recommended for all., Swift approval of application 15 cashback for all transactions including dining shopping etc Recommended for all,"['', 'swift', 'approval', 'of', 'application', '15', 'cashback', 'for', 'all', 'transactions', 'including', 'dining', 'shopping', 'etc', 'recommended', 'for', 'all']","['swift', 'approval', 'application', 'cashback', 'transactions', 'including', 'dining', 'shopping', 'etc', 'recommended']","['swift', 'approval', 'application', 'cashback', 'transaction', 'including', 'dining', 'shopping', 'etc', 'recommended']",swift approval application cashback transaction including dining shopping etc recommended
22,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Have been using this card for around 2 years. It’s good for random purchases without having to remember the type of eligible spends that qualify for cashback., Have been using this card for around 2 years It’s good for random purchases without having to remember the type of eligible spends that qualify for cashback,"['', 'have', 'been', 'using', 'this', 'card', 'for', 'around', '2', 'years', 'it', 's', 'good', 'for', 'random', 'purchases', 'without', 'having', 'to', 'remember', 'the', 'type', 'of', 'eligible', 'spends', 'that', 'qualify', 'for', 'cashback']","['around', '2', 'years', 'random', 'purchases', 'without', 'remember', 'type', 'eligible', 'spends', 'qualify', 'cashback']","['around', '2', 'year', 'random', 'purchase', 'without', 'remember', 'type', 'eligible', 'spend', 'qualify', 'cashback']",around 2 year random purchase without remember type eligible spend qualify cashback
